File ID	File Name	Track #	Time_Seconds	Titile
06dc759e03	Old School Soca Mix The Best of Old School Soca by OSOCITY.mp3	2	155	Atlantik Feat. Tony Prescott - All Aboard
06dc759e03	Old School Soca Mix The Best of Old School Soca by OSOCITY.mp3	3	270	Square One - Granny
06dc759e03	Old School Soca Mix The Best of Old School Soca by OSOCITY.mp3	4	380	Rupee - Blame It (On De Music0)
06dc759e03	Old School Soca Mix The Best of Old School Soca by OSOCITY.mp3	5	495	Rupee - Till' Morning
06dc759e03	Old School Soca Mix The Best of Old School Soca by OSOCITY.mp3	6	575	De Red Boyz - Nah Going Home (til the Mornin' Come)
06dc759e03	Old School Soca Mix The Best of Old School Soca by OSOCITY.mp3	7	730	Wine and Bend Over
06dc759e03	Old School Soca Mix The Best of Old School Soca by OSOCITY.mp3	8	840	Scrunter - De Jumbie
06dc759e03	Old School Soca Mix The Best of Old School Soca by OSOCITY.mp3	9	960	FayAnn Lyons - Focus
06dc759e03	Old School Soca Mix The Best of Old School Soca by OSOCITY.mp3	10	1065	Shayne Bailey - Leggo Meh Man
				
ac243fa492	Pop Mix 2020 The Best of Pop 2020 by OSOCITY.mp3	1	0	Dua Lipa - Don't Start Now (Lyrics)
ac243fa492	Pop Mix 2020 The Best of Pop 2020 by OSOCITY.mp3	2	135	Meduza Feat. Goodboys - Piece Of Your Heart
ac243fa492	Pop Mix 2020 The Best of Pop 2020 by OSOCITY.mp3	3	235	Jay Sean - Ride It (Regard Remix)
ac243fa492	Pop Mix 2020 The Best of Pop 2020 by OSOCITY.mp3	4	325	24KGoldn - CITY OF ANGELS (Funk Remix)
ac243fa492	Pop Mix 2020 The Best of Pop 2020 by OSOCITY.mp3	5	440	Doja Cat - Say So (Lyrics)
ac243fa492	Pop Mix 2020 The Best of Pop 2020 by OSOCITY.mp3	6	615	Aaron Smith - Dancin (KRONO Remix)
ac243fa492	Pop Mix 2020 The Best of Pop 2020 by OSOCITY.mp3	7	750	Post Malone - Circles
ac243fa492	Pop Mix 2020 The Best of Pop 2020 by OSOCITY.mp3	8	905	Route 94 Feat. Jess Glynne - My Love
				
052a9c2fe6	Pop Mix 2021 The Best of Pop 2021 by OSOCITY.mp3	1	0	Nelly Furtado - Promiscuous ft. Timbaland
052a9c2fe6	Pop Mix 2021 The Best of Pop 2021 by OSOCITY.mp3	2	200	Ariana Grande, Nelly Furtado - Motive X Promiscuous
052a9c2fe6	Pop Mix 2021 The Best of Pop 2021 by OSOCITY.mp3	3	260	Timbaland Feat. Keri Hilson & D.O.E. - The Way I Are
